,도로명,위도,경도,"아파트,연립다세대",단독주택,노상,백화점,슈퍼마켓,편의점,상점,"시장,노점","숙박업소,목욕탕",유흥접객업소,사무실,공장,창고,유원지,학교,금융기관,의료기관,종교기관,주차장
60878,행운5길,37.4817236,126.9588264,,,,,,,,,,,,,,,,,,,
60879,신림로65길,37.4854137,126.9278971,,,,,,,,,,,,,,,,,,,
60880,서원7길,37.4761579,126.9336682,,,,,,,,,,,,,,,,,,,
60883,낙성대역4길,37.4749665,126.9610713,,,,,,,,,,,,,,,,,,,
60891,봉천로17가길,37.4884093,126.932932,,,,,,,,,,,,,,,,,,,
60893,난곡로34나길,37.4726485,126.9221746,,,,,,,,,,,,,,,,,,,
60894,봉천로13다길,37.490934,126.9324239,,,,,,,,,,,,,,,,,,,
60898,청림2길,37.4869216,126.9586887,,,,,,,,,,,,,,,,,,,
60899,솔밭로2길,37.4782768,126.963351,,,,,,,,,,,,,,,,,,,
60901,청림6길,37.4869962,126.9597851,,,,,,,,,,,,,,,,,,,
60902,조원로10길,37.4812755,126.90451,,,,,,,,,,,,,,,,,,,
61030,인헌16길,37.4694647,126.966404,,,,,,,,,,,,,,,,,,,
61031,법원단지2길,37.4737916,126.9194771,,,,,,,,,,,,,,,,,,,
61034,대학18길,37.4640036,126.9361301,,,,,,,,,,,,,,,,,,,
61035,인헌3가길,37.4738222,126.9674738,,,,,,,,,,,,,,,,,,,
61036,법원단지32길,37.4752297,126.9250411,,,,,,,,,,,,,,,,,,,
61079,남부순환로157길,37.4840811,126.9182083,,,,,,,,,,,,,,,,,,,
61080,신림동길,37.4874258,126.9276303,,,,,,,,,,,,,,,,,,,
61081,봉천로12길,37.4872516,126.9295818,,,,,,,,,,,,,,,,,,,
62128,대학7가길,37.4675129,126.9380861,,,,,,,,,,,,,,,,,,,
62146,낙성대로4가길,37.4766969,126.9584257,,,,,,,,,,,,,,,,,,,
62147,남부순환로234길,37.4768648,126.9565771,,,,,,,,,,,,,,,,,,,
62148,봉천로47길,37.4832534,126.950198,,,,,,,,,,,,,,,,,,,
62149,신원로3나길,37.4816659,126.9264929,,,,,,,,,,,,,,,,,,,
62184,신림로48길,37.4792514,126.9346422,,,,,,,,,,,,,,,,,,,
62185,장군봉3길,37.4814341,126.9400474,,,,,,,,,,,,,,,,,,,
62187,은천로28가길,37.4845595,126.9528833,,,,,,,,,,,,,,,,,,,
62188,국회단지길,37.4864567,126.9400382,,,,,,,,,,,,,,,,,,,
62189,난곡로47길,37.4764576,126.9142891,,,,,,,,,,,,,,,,,,,
62190,인헌1길,37.4749414,126.9677748,,,,,,,,,,,,,,,,,,,
62191,남부순환로248길,37.4733297,126.9662396,,,,,,,,,,,,,,,,,,,
62192,난곡로11가길,37.4636368,126.9172897,,,,,,,,,,,,,,,,,,,
62193,조원로16가길,37.4828569,126.9123755,,,,,,,,,,,,,,,,,,,
62245,양녕로6길,37.4835754,126.9500377,,,,,,,,,,,,,,,,,,,
62246,신림로46길,37.478631,126.9345764,,,,,,,,,,,,,,,,,,,
62247,남부순환로163다길,37.485356,126.9221034,,,,,,,,,,,,,,,,,,,
62266,남부순환로246길,37.4755111,126.9642475,,,,,,,,,,,,,,,,,,,
62267,당곡길,37.4914459,126.928089,,,,,,,,,,,,,,,,,,,
62268,난곡로30가길,37.4710845,126.9209531,,,,,,,,,,,,,,,,,,,
62270,남부순환로145길,37.482552,126.9119695,,,,,,,,,,,,,,,,,,,
62271,행운4길,37.4797765,126.9599752,,,,,,,,,,,,,,,,,,,
62310,봉천로21가길,37.4877927,126.9346885,,,,,,,,,,,,,,,,,,,
62312,쑥고개로3길,37.478279,126.9377851,,,,,,,,,,,,,,,,,,,
62314,남현2길,37.4750938,126.9740906,,,,,,,,,,,,,,,,,,,
62316,신사로16길,37.4882424,126.9164426,,,,,,,,,,,,,,,,,,,
62321,관악로6길,37.477108,126.953242,,,,,,,,,,,,,,,,,,,
62322,난곡로63길,37.4809174,126.9137142,,,,,,,,,,,,,,,,,,,
62373,남부순환로180길,37.4833917,126.9308286,,,,,,,,,,,,,,,,,,,
62374,인헌11길,37.4723531,126.9673958,,,,,,,,,,,,,,,,,,,
62405,쑥고개로11길,37.4806658,126.9425301,,,,,,,,,,,,,,,,,,,
62419,국회단지2길,37.4868836,126.9400628,,,,,,,,,,,,,,,,,,,
62461,미성5길,37.4738815,126.9148601,,,,,,,,,,,,,,,,,,,
68805,승방길,37.4722085,126.9776404,,,,,,,,,,,,,,,,,,,
68808,호암로18길,37.4657991,126.9335861,,,,,,,,,,,,,,,,,,,
68813,난곡로42길,37.4758026,126.9170882,,,,,,,,,,,,,,,,,,,
68827,호암로,37.4649202,126.9317364,,,,,,,,,,,,,,,,,,,
68904,낙성대역16길,37.4729836,126.9647486,,,,,,,,,,,,,,,,,,,
68907,관악로11길,37.4783316,126.9477053,,,,,,,,,,,,,,,,,,,
68949,당곡2길,37.491765,126.9310414,,,,,,,,,,,,,,,,,,,
68951,난우10길,37.4763959,126.9201487,,,,,,,,,,,,,,,,,,,
68952,남부순환로247다길,37.4777458,126.9654135,,,,,,,,,,,,,,,,,,,
68953,남부순환로202길,37.4827134,126.9387367,,,,,,,,,,,,,,,,,,,
68956,쑥고개로21길,37.4798446,126.9483571,,,,,,,,,,,,,,,,,,,
68957,신림로39길,37.4766226,126.935493,,,,,,,,,,,,,,,,,,,
68997,행운1나길,37.4824294,126.9558044,,,,,,,,,,,,,,,,,,,
68999,남부순환로247나길,37.4782523,126.9644745,,,,,,,,,,,,,,,,,,,
69004,남부순환로200나길,37.4831331,126.9361175,,,,,,,,,,,,,,,,,,,
69006,남부순환로244길,37.4764262,126.9631766,,,,,,,,,,,,,,,,,,,
69009,남부순환로168가길,37.4812201,126.9252182,,,,,,,,,,,,,,,,,,,
69051,법원단지34길,37.4750646,126.9256407,,,,,,,,,,,,,,,,,,,
69096,봉천로20길,37.486174,126.9325347,,,,,,,,,,,,,,,,,,,
69097,난곡로35다길,37.4718256,126.9186672,,,,,,,,,,,,,,,,,,,
69098,남부순환로161나길,37.4856498,126.9207775,,,,,,,,,,,,,,,,,,,
69148,당곡6라길,37.4938207,126.9300977,,,,,,,,,,,,,,,,,,,
69151,국회단지7길,37.4885258,126.9396887,,,,,,,,,,,,,,,,,,,
69152,봉천로21나길,37.4891182,126.9357486,,,,,,,,,,,,,,,,,,,
69153,관천로16길,37.4875566,126.9254985,,,,,,,,,,,,,,,,,,,
69197,조원로31길,37.4876864,126.9193759,,,,,,,,,,,,,,,,,,,
69199,법원단지5가길,37.4746168,126.9199369,,,,,,,,,,,,,,,,,,,
69201,복은4길,37.4733287,126.9384367,,,,,,,,,,,,,,,,,,,
69202,양산길,37.4737542,126.9322752,,,,,,,,,,,,,,,,,,,
70318,당곡2가길,37.4914875,126.9303401,,,,,,,,,,,,,,,,,,,
70328,조원로13길,37.4850832,126.9112789,,,,,,,,,,,,,,,,,,,
70330,남현길,37.4740889,126.9765237,,,,,,,,,,,,,,,,,,,
70331,양녕로1가길,37.4841487,126.9460734,,,,,,,,,,,,,,,,,,,
70339,난곡로41길,37.4754732,126.9156201,,,,,,,,,,,,,,,,,,,
70342,법원단지5길,37.476305,126.9212629,,,,,,,,,,,,,,,,,,,
70345,난향9길,37.4610071,126.9149559,,,,,,,,,,,,,,,,,,,
70346,보라매로6길,37.492633,126.9271709,,,,,,,,,,,,,,,,,,,
70349,미성1길,37.4740728,126.916999,,,,,,,,,,,,,,,,,,,
70350,양지17길,37.4690726,126.9309169,,,,,,,,,,,,,,,,,,,
70354,문성로,37.4795198,126.9265933,,,,,,,,,,,,,,,,,,,
70357,행운2길,37.4789296,126.9609193,,,,,,,,,,,,,,,,,,,
70358,난곡로74길,37.4864031,126.9174151,,,,,,,,,,,,,,,,,,,
70360,양지1길,37.4712344,126.9322549,,,,,,,,,,,,,,,,,,,
70362,청림3다길,37.4905745,126.9572537,,,,,,,,,,,,,,,,,,,
70363,은천로25길,37.4878211,126.949175,,,,,,,,,,,,,,,,,,,
70364,난곡로24가길,37.4694063,126.9234758,,,,,,,,,,,,,,,,,,,
70368,관천로24길,37.4891794,126.9229981,,,,,,,,,,,,,,,,,,,
70381,관천로11길,37.4844997,126.9231411,,,,,,,,,,,,,,,,,,,
70382,법원단지5나길,37.4751572,126.920126,,,,,,,,,,,,,,,,,,,
70390,난곡로26다길,37.4698996,126.9245716,,,,,,,,,,,,,,,,,,,
70394,남부순환로249길,37.4762381,126.9675692,,,,,,,,,,,,,,,,,,,
70396,난곡로24길,37.4695591,126.9206879,,,,,,,,,,,,,,,,,,,
70404,난향12길,37.4634994,126.9159031,,,,,,,,,,,,,,,,,,,
70405,신원로,37.4807927,126.9276026,,,,,,,,,,,,,,,,,,,
70413,신림로,37.4777395,126.935383,,,,,,,,,,,,,,,,,,,
70424,중앙길,37.4851551,126.9506624,,,,,,,,,,,,,,,,,,,
70456,난우16길,37.4778751,126.9186417,,,,,,,,,,,,,,,,,,,
70457,행운1다길,37.4825234,126.9566844,,,,,,,,,,,,,,,,,,,
70463,봉천로4길,37.487419,126.9238735,,,,,,,,,,,,,,,,,,,
70465,신림로36길,37.4760131,126.9382381,,,,,,,,,,,,,,,,,,,
70477,관천로10길,37.4853972,126.9263353,,,,,,,,,,,,,,,,,,,
70487,봉천로41길,37.483756,126.9481313,,,,,,,,,,,,,,,,,,,
70489,관천로26길,37.4893464,126.9257465,,,,,,,,,,,,,,,,,,,
70493,원신11길,37.4602799,126.9296526,,,,,,,,,,,,,,,,,,,
70494,청룡12길,37.4779122,126.9439417,,,,,,,,,,,,,,,,,,,
70498,은천로35라길,37.4880561,126.9531427,,,,,,,,,,,,,,,,,,,
70502,신림로23길,37.4668677,126.9344794,,,,,,,,,,,,,,,,,,,
70505,법원단지24길,37.4744739,126.9237477,,,,,,,,,,,,,,,,,,,
70515,청림3가길,37.4898425,126.9594972,,,,,,,,,,,,,,,,,,,
70516,은천로19길,37.4885771,126.9478381,,,,,,,,,,,,,,,,,,,
70517,청림3나길,37.4892501,126.9582005,,,,,,,,,,,,,,,,,,,
70519,원신4길,37.4686813,126.9316706,,,,,,,,,,,,,,,,,,,
70520,관천로,37.4844078,126.9250781,,,,,,,,,,,,,,,,,,,
70521,청림3마길,37.4907457,126.9580403,,,,,,,,,,,,,,,,,,,
70525,난곡로72길,37.4853651,126.9145727,,,,,,,,,,,,,,,,,,,
70528,청림5가길,37.4894285,126.9592867,,,,,,,,,,,,,,,,,,,
70529,인헌6길,37.4738647,126.9652245,,,,,,,,,,,,,,,,,,,
70534,문성로38다길,37.4758411,126.929027,,,,,,,,,,,,,,,,,,,
70535,양녕로,37.4906794,126.9453371,,,,,,,,,,,,,,,,,,,
70538,신림로7나길,37.4697398,126.9410905,,,,,,,,,,,,,,,,,,,
70547,난곡로59길,37.4798305,126.912253,,,,,,,,,,,,,,,,,,,
70549,문성로38라길,37.4755498,126.9290573,,,,,,,,,,,,,,,,,,,
70561,난곡로24바길,37.4680322,126.9218662,,,,,,,,,,,,,,,,,,,
70567,난곡로20길,37.4684113,126.9207482,,,,,,,,,,,,,,,,,,,
70581,신림로14길,37.471615,126.9385547,,,,,,,,,,,,,,,,,,,
70597,남부순환로155길,37.484081,126.9177953,,,,,,,,,,,,,,,,,,,
70613,남부순환로144길,37.4797229,126.9128838,,,,,,,,,,,,,,,,,,,
70616,난곡로77길,37.4859903,126.9129233,,,,,,,,,,,,,,,,,,,
70617,청림3길,37.4889141,126.9595083,,,,,,,,,,,,,,,,,,,
70623,남부순환로165길,37.4851852,126.9231028,,,,,,,,,,,,,,,,,,,
70624,남부순환로239길,37.4784547,126.9611422,,,,,,,,,,,,,,,,,,,
70638,청림5나길,37.4900945,126.9593891,,,,,,,,,,,,,,,,,,,
70639,봉천로13길,37.4912237,126.9321365,,,,,,,,,,,,,,,,,,,
70640,봉천로33가길,37.4847176,126.9445998,,,,,,,,,,,,,,,,,,,
70642,문성로25길,37.4796261,126.9251691,,,,,,,,,,,,,,,,,,,
70643,신림로3가길,37.4687547,126.9426846,,,,,,,,,,,,,,,,,,,
70654,남부순환로,37.4776787,126.9630787,,,,,,,,,,,,,,,,,,,
70655,난곡로43길,37.4758694,126.9150164,,,,,,,,,,,,,,,,,,,
70656,복은10길,37.4743273,126.941782,,,,,,,,,,,,,,,,,,,
70657,청림5길,37.4915328,126.960046,,,,,,,,,,,,,,,,,,,
70662,관천로25길,37.4881285,126.9199535,,,,,,,,,,,,,,,,,,,
70663,남부순환로200길,37.4838507,126.9373787,,,,,,,,,,,,,,,,,,,
70664,쑥고개로,37.4791479,126.9451607,,,,,,,,,,,,,,,,,,,
70668,서림길,37.4731242,126.9390447,,,,,,,,,,,,,,,,,,,
70670,신림동1길,37.4867826,126.9283529,,,,,,,,,,,,,,,,,,,
70672,쑥고개로2다길,37.476263,126.9408818,,,,,,,,,,,,,,,,,,,
70674,남부순환로246라길,37.4743549,126.9644738,,,,,,,,,,,,,,,,,,,
70675,난곡로49길,37.4771081,126.9148552,,,,,,,,,,,,,,,,,,,
70676,봉천로,37.4858667,126.9374086,,,,,,,,,,,,,,,,,,,
70679,대학14길,37.4658863,126.9356011,,,,,,,,,,,,,,,,,,,
70684,낙성대로,37.4773368,126.9597469,,,,,,,,,,,,,,,,,,,
70686,봉천로23다길,37.4880607,126.9375953,,,,,,,,,,,,,,,,,,,
70688,양지5길,37.4722262,126.9303903,,,,,,,,,,,,,,,,,,,
70689,남부순환로161길,37.4844289,126.9196939,,,,,,,,,,,,,,,,,,,
70696,관악로14가길,37.4759646,126.9551695,,,,,,,,,,,,,,,,,,,
70698,남현4길,37.4749487,126.9756131,,,,,,,,,,,,,,,,,,,
70699,법원단지31길,37.4763516,126.9240444,,,,,,,,,,,,,,,,,,,
70700,약수암길,37.4602216,126.9320074,,,,,,,,,,,,,,,,,,,
70702,신림로48가길,37.4794191,126.9325191,,,,,,,,,,,,,,,,,,,
70704,법원단지30길,37.4748069,126.9252217,,,,,,,,,,,,,,,,,,,
70705,국회단지22길,37.4905975,126.9424738,,,,,,,,,,,,,,,,,,,
70707,당곡6다길,37.4935134,126.9296338,,,,,,,,,,,,,,,,,,,
70709,미성7길,37.4744678,126.9152242,,,,,,,,,,,,,,,,,,,
70710,남부순환로170길,37.4821833,126.9244716,,,,,,,,,,,,,,,,,,,
70711,서림3길,37.4721461,126.9414461,,,,,,,,,,,,,,,,,,,
70717,난곡로16길,37.4668984,126.9215119,,,,,,,,,,,,,,,,,,,
70718,행운8길,37.4819183,126.9612697,,,,,,,,,,,,,,,,,,,
70719,남부순환로192길,37.4836027,126.9346895,,,,,,,,,,,,,,,,,,,
70722,시흥대로158가길,37.4806345,126.9004555,,,,,,,,,,,,,,,,,,,
70727,남부순환로143가길,37.4825111,126.9093434,,,,,,,,,,,,,,,,,,,
70730,남부순환로153길,37.4843969,126.9157322,,,,,,,,,,,,,,,,,,,
70731,행운6길,37.4809167,126.9603577,,,,,,,,,,,,,,,,,,,
70732,양지길,37.4714708,126.9303524,,,,,,,,,,,,,,,,,,,
70733,남부순환로226길,37.4794857,126.9545494,,,,,,,,,,,,,,,,,,,
70734,낙성대로15길,37.4674435,126.96336,,,,,,,,,,,,,,,,,,,
70736,원신3길,37.4691401,126.9322262,,,,,,,,,,,,,,,,,,,
70741,난곡로26가길,37.4706587,126.9212001,,,,,,,,,,,,,,,,,,,
70744,장군봉1길,37.4819565,126.9412799,,,,,,,,,,,,,,,,,,,
70746,봉천로21길,37.4912584,126.9345612,,,,,,,,,,,,,,,,,,,
70747,문성로16나길,37.4751891,126.9136229,,,,,,,,,,,,,,,,,,,
70751,난우12길,37.4768888,126.9185873,,,,,,,,,,,,,,,,,,,
70754,남부순환로168나길,37.4804976,126.9252229,,,,,,,,,,,,,,,,,,,
70755,중앙1나길,37.4834258,126.9531172,,,,,,,,,,,,,,,,,,,
70756,난곡로35마길,37.4710438,126.9182302,,,,,,,,,,,,,,,,,,,
70769,관천로22길,37.4885101,126.9237608,,,,,,,,,,,,,,,,,,,
70771,은천로35나길,37.4870034,126.953115,,,,,,,,,,,,,,,,,,,
70782,미성길,37.4747147,126.9160034,,,,,,,,,,,,,,,,,,,
70786,은천로2길,37.4857757,126.9379775,,,,,,,,,,,,,,,,,,,
70789,관악로10길,37.476602,126.9546048,,,,,,,,,,,,,,,,,,,
70794,청룡9길,37.4782174,126.9464071,,,,,,,,,,,,,,,,,,,
70797,복은14길,37.4747316,126.9426268,,,,,,,,,,,,,,,,,,,
70799,난곡로15길,37.4671088,126.919812,,,,,,,,,,,,,,,,,,,
70802,신림동5나길,37.4857207,126.9263746,,,,,,,,,,,,,,,,,,,
70813,조원로19길,37.4849347,126.9121149,,,,,,,,,,,,,,,,,,,
70814,인헌길,37.4738374,126.9671317,,,,,,,,,,,,,,,,,,,
70815,신사로,37.4858142,126.911514,,,,,,,,,,,,,,,,,,,
70816,원신2길,37.4699617,126.9317656,,,,,,,,,,,,,,,,,,,
70817,남부순환로184가길,37.4834787,126.9329173,,,,,,,,,,,,,,,,,,,
70824,난곡로16가길,37.4664461,126.9209903,,,,,,,,,,,,,,,,,,,
70826,인헌1다길,37.4738045,126.9701047,,,,,,,,,,,,,,,,,,,
70827,조원로6길,37.4822831,126.9044827,,,,,,,,,,,,,,,,,,,
70828,봉천로49나길,37.483279,126.9495903,,,,,,,,,,,,,,,,,,,
70829,관악로12길,37.4785076,126.9527142,,,,,,,,,,,,,,,,,,,
70850,은천로5길,37.4878864,126.9386851,,,,,,,,,,,,,,,,,,,
70853,조원로,37.4859841,126.9206272,,,,,,,,,,,,,,,,,,,
70854,난곡로,37.4676535,126.920958,,,,,,,,,,,,,,,,,,,
70856,봉천로33길,37.4849533,126.9441525,,,,,,,,,,,,,,,,,,,
70860,관천로18길,37.4878918,126.9249171,,,,,,,,,,,,,,,,,,,
70861,문성로16길,37.4759489,126.9134375,,,,,,,,,,,,,,,,,,,
70862,시흥대로,37.4819832,126.9010909,,,,,,,,,,,,,,,,,,,
70863,문성로38길,37.4777333,126.9308131,,,,,,,,,,,,,,,,,,,
70864,봉천로45길,37.483947,126.9494201,,,,,,,,,,,,,,,,,,,
70865,시흥대로160길,37.4799755,126.9020376,,,,,,,,,,,,,,,,,,,
70866,봉천로23라길,37.4883074,126.9366388,,,,,,,,,,,,,,,,,,,
70870,봉천로13나길,37.490193,126.932581,,,,,,,,,,,,,,,,,,,
70872,원신9길,37.4603337,126.928857,,,,,,,,,,,,,,,,,,,
70873,관천로19길,37.4868266,126.9171723,,,,,,,,,,,,,,,,,,,
70874,남부순환로228길,37.4772176,126.9541219,,,,,,,,,,,,,,,,,,,
70875,문성로28길,37.4785764,126.9277937,,,,,,,,,,,,,,,,,,,
70876,원신6길,37.4672775,126.9312949,,,,,,,,,,,,,,,,,,,
70878,청룡2길,37.4814753,126.9454709,,,,,,,,,,,,,,,,,,,
70880,조원로17길,37.4848012,126.9113739,,,,,,,,,,,,,,,,,,,
70885,조원로14길,37.4822146,126.910157,,,,,,,,,,,,,,,,,,,
70889,대학7길,37.4685545,126.9392357,,,,,,,,,,,,,,,,,,,
70890,남부순환로260길,37.4755525,126.9737874,,,,,,,,,,,,,,,,,,,
70892,양산2길,37.4744339,126.9314611,,,,,,,,,,,,,,,,,,,
70894,참숯길,37.4788685,126.9423417,,,,,,,,,,,,,,,,,,,
70895,한솔길,37.477673,126.9428143,,,,,,,,,,,,,,,,,,,
70901,난곡로66가길,37.4835221,126.9148062,,,,,,,,,,,,,,,,,,,
70903,조원로18길,37.4834275,126.912571,,,,,,,,,,,,,,,,,,,
70904,신원로3길,37.4830454,126.926107,,,,,,,,,,,,,,,,,,,
70906,조원중앙로1길,37.480287,126.9024134,,,,,,,,,,,,,,,,,,,
70907,당곡4길,37.4915224,126.928985,,,,,,,,,,,,,,,,,,,
70908,청룡10길,37.4789249,126.9452895,,,,,,,,,,,,,,,,,,,
70909,남현1길,37.4753682,126.981496,,,,,,,,,,,,,,,,,,,
70910,난곡로76길,37.4863663,126.914301,,,,,,,,,,,,,,,,,,,
70912,서림6길,37.4729317,126.938472,,,,,,,,,,,,,,,,,,,
70913,은천로30길,37.4856154,126.9515443,,,,,,,,,,,,,,,,,,,
70914,난곡로55길,37.479031,126.9134773,,,,,,,,,,,,,,,,,,,
70915,복은6길,37.4740521,126.9400562,,,,,,,,,,,,,,,,,,,
70918,쑥고개로16길,37.478189,126.9442943,,,,,,,,,,,,,,,,,,,
70920,대학12길,37.4657442,126.9363141,,,,,,,,,,,,,,,,,,,
70922,관천로12길,37.4859268,126.9258274,,,,,,,,,,,,,,,,,,,
70923,인헌21길,37.4699928,126.9694391,,,,,,,,,,,,,,,,,,,
70926,신원로3가길,37.4807819,126.9271744,,,,,,,,,,,,,,,,,,,
70928,양녕로1길,37.4834344,126.9460461,,,,,,,,,,,,,,,,,,,
70929,쑥고개로2가길,37.476803,126.9403667,,,,,,,,,,,,,,,,,,,
70932,인헌1가길,37.4731435,126.9685609,,,,,,,,,,,,,,,,,,,
70933,원신길,37.4717709,126.9328736,,,,,,,,,,,,,,,,,,,
70934,대학길,37.4678486,126.9374561,,,,,,,,,,,,,,,,,,,
70935,장군봉길,37.4805054,126.9396792,,,,,,,,,,,,,,,,,,,
70936,청룡3길,37.4808649,126.9466884,,,,,,,,,,,,,,,,,,,
70937,신림로66길,37.485857,126.9330935,,,,,,,,,,,,,,,,,,,
70939,은천로,37.4870253,126.9445778,,,,,,,,,,,,,,,,,,,
70942,장군봉9길,37.4800339,126.9394998,,,,,,,,,,,,,,,,,,,
70945,남부순환로231길,37.4812437,126.9585897,,,,,,,,,,,,,,,,,,,
70946,법원단지26길,37.4741198,126.9248517,,,,,,,,,,,,,,,,,,,
70949,대학2길,37.4699854,126.9367354,,,,,,,,,,,,,,,,,,,
70951,문성로29길,37.4800187,126.9275126,,,,,,,,,,,,,,,,,,,
70955,신림로56길,37.4814052,126.9310349,,,,,,,,,,,,,,,,,,,
70960,남부순환로190길,37.482898,126.9340022,,,,,,,,,,,,,,,,,,,
70969,남부순환로163가길,37.4842548,126.9212575,,,,,,,,,,,,,,,,,,,
70985,남부순환로194길,37.4815723,126.9337085,,,,,,,,,,,,,,,,,,,
70997,신림로59길,37.4832655,126.9293,,,,,,,,,,,,,,,,,,,
70999,난곡로9길,37.4638391,126.9176225,,,,,,,,,,,,,,,,,,,
71015,은천로15길,37.4870936,126.9439972,,,,,,,,,,,,,,,,,,,
71016,관악로,37.4901936,126.9572152,,,,,,,,,,,,,,,,,,,
71017,난곡로26길,37.4701068,126.9233302,,,,,,,,,,,,,,,,,,,
71022,복은길,37.4744216,126.9368006,,,,,,,,,,,,,,,,,,,
71023,봉천로35길,37.4841436,126.9452858,,,,,,,,,,,,,,,,,,,
71026,국회단지4길,37.4874018,126.9413333,,,,,,,,,,,,,,,,,,,